suicides100kpop,age,sex,HDI for year,gdp_per_capita ($)
9.39,55,0,0.67,4505
9.15,25,0,0.67,4505
7.57,15,0,0.67,4505
7.29,35,0,0.67,4505
6.65,25,0,0.729,4505
5.05,55,0,0.729,4505
4.6,35,0,0.729,4505
4.38,75,0,0.729,4505
2.38,15,0,0.729,4505
1.99,15,1,0.67,4505
1.51,35,1,0.729,4505
1.18,25,1,0.67,4505
1.05,35,1,0.67,4505
1.01,75,1,0.67,4505
0.96,55,1,0.67,4505
0.49,25,1,0.729,4505
0.46,5,0,0.67,4505
0.41,15,1,0.729,4505
0.36,5,1,0.729,4505
0.34,5,0,0.729,4505
0.26,5,1,0.67,4505
0,55,1,0.729,4505
0,75,1,0.729,4505
21.68,25,0,0.701,4547
10.38,15,0,0.701,4547
7.78,35,0,0.701,4547
3.51,15,1,0.701,4547
2.75,5,0,0.701,4547
0,25,1,0.701,4547
0,35,1,0.701,4547
0,5,1,0.701,4547
0,55,1,0.701,4547
0,75,1,0.701,4547
0,55,0,0.701,4547
0,75,0,0.701,4547
26.68,75,0,0.722,4551
19.06,55,0,0.722,4551
15.03,25,0,0.722,4551
14.25,35,0,0.722,4551
10.93,15,0,0.722,4551
2.14,25,1,0.722,4551
2,55,1,0.722,4551
1.86,35,1,0.722,4551
1.49,15,1,0.722,4551
1.45,75,1,0.722,4551
0.3,5,1,0.722,4551
0.15,5,0,0.722,4551
22.13,75,0,0.726,4558
15.38,25,0,0.726,4558
14.51,55,0,0.726,4558
11.49,15,0,0.726,4558
10.86,35,0,0.726,4558
3.16,15,1,0.726,4558
2.81,55,1,0.726,4558
2.75,75,1,0.726,4558
1.56,25,1,0.726,4558
1.5,35,1,0.726,4558
0.62,5,0,0.726,4558
0,5,1,0.726,4558
61.65,35,0,0.695,4564
22.05,15,0,0.695,4564
14.41,55,0,0.695,4564
0,15,1,0.695,4564
0,25,1,0.695,4564
0,35,1,0.695,4564
0,5,1,0.695,4564
0,55,1,0.695,4564
0,75,1,0.695,4564
0,25,0,0.695,4564
0,5,0,0.695,4564
0,75,0,0.695,4564
42.64,35,0,0.695,4568
18.26,25,0,0.695,4568
14.38,55,0,0.695,4568
0,15,1,0.695,4568
0,25,1,0.695,4568
0,35,1,0.695,4568
0,5,1,0.695,4568
0,55,1,0.695,4568
0,75,1,0.695,4568
0,15,0,0.695,4568
0,5,0,0.695,4568
0,75,0,0.695,4568
33.11,75,0,0.714,4577
13.73,35,0,0.714,4577
11.75,25,0,0.714,4577
9.73,55,0,0.714,4577
8.52,15,0,0.714,4577
2.83,15,1,0.714,4577
2.79,25,1,0.714,4577
2.18,55,1,0.714,4577
0.63,5,0,0.714,4577
0.31,35,1,0.714,4577
0,5,1,0.714,4577
0,75,1,0.714,4577
31.18,75,0,0.727,4583
18.62,55,0,0.727,4583
17.99,35,0,0.727,4583
17.55,25,0,0.727,4583
15.78,15,0,0.727,4583
7.38,15,1,0.727,4583
2.88,25,1,0.727,4583
2.15,35,1,0.727,4583
1.37,55,1,0.727,4583
0.5,5,1,0.727,4583
0.48,5,0,0.727,4583
0,75,1,0.727,4583
17.19,75,0,0.715,4606
15.6,25,0,0.715,4606
13.96,55,0,0.715,4606
11,35,0,0.715,4606
9.29,15,0,0.715,4606
2.97,75,1,0.715,4606
2.14,15,1,0.715,4606
2.03,25,1,0.715,4606
1.51,55,1,0.715,4606
0.96,35,1,0.715,4606
0.66,5,1,0.715,4606
0.32,5,0,0.715,4606
73.07,75,0,0.684,4637
41.62,25,0,0.684,4637
40.02,55,0,0.684,4637
37.4,35,0,0.684,4637
14.72,15,0,0.684,4637
9.83,25,1,0.684,4637
8.83,15,1,0.684,4637
7.72,35,1,0.684,4637
6.13,55,1,0.684,4637
2.89,5,1,0.684,4637
0.7,5,0,0.684,4637
0,75,1,0.684,4637
72.48,75,0,0.767,4638
33.93,55,0,0.767,4638
20.99,75,1,0.767,4638
18.42,35,0,0.767,4638
13.55,25,0,0.767,4638
8.47,15,0,0.767,4638
7.43,55,1,0.767,4638
4.92,35,1,0.767,4638
3.04,25,1,0.767,4638
2.18,15,1,0.767,4638
1.12,5,0,0.767,4638
0,5,1,0.767,4638
41.39,35,0,0.783,4640
34.92,55,0,0.783,4640
32.88,75,0,0.783,4640
26.27,25,0,0.783,4640
21.54,15,0,0.783,4640
7.2,55,1,0.783,4640
6.92,35,1,0.783,4640
6.2,75,1,0.783,4640
2.93,25,1,0.783,4640
2.64,15,1,0.783,4640
1.11,5,0,0.783,4640
0.15,5,1,0.783,4640
18.25,55,0,0.733,4641
13.11,35,0,0.733,4641
10.19,25,0,0.733,4641
9.08,75,0,0.733,4641
9.04,15,0,0.733,4641
7.91,75,1,0.733,4641
3.39,55,1,0.733,4641
2.32,35,1,0.733,4641
2.31,25,1,0.733,4641
2.09,15,1,0.733,4641
0.64,5,1,0.733,4641
0.61,5,0,0.733,4641
0,15,1,0.776,4654
0,25,1,0.776,4654
0,35,1,0.776,4654
0,5,1,0.776,4654
0,55,1,0.776,4654
0,75,1,0.776,4654
0,15,0,0.776,4654
0,25,0,0.776,4654
0,35,0,0.776,4654
0,5,0,0.776,4654
0,55,0,0.776,4654
0,75,0,0.776,4654
40.19,25,0,0.673,4656
30.77,55,0,0.673,4656
30.09,35,0,0.673,4656
26.09,15,0,0.673,4656
14.91,15,1,0.673,4656
10,75,0,0.673,4656
9.24,35,1,0.673,4656
8.77,55,1,0.673,4656
7.34,25,1,0.673,4656
6.06,75,1,0.673,4656
2.21,5,1,0.673,4656
0.71,5,0,0.673,4656
12.15,25,0,0.73,4672
9.81,35,0,0.73,4672
9.18,55,0,0.73,4672
8.42,75,1,0.73,4672
7.24,15,1,0.73,4672
4.93,25,1,0.73,4672
4.82,35,1,0.73,4672
4.49,75,0,0.73,4672
3.84,15,0,0.73,4672
3.09,55,1,0.73,4672
2.67,5,0,0.73,4672
0.41,5,1,0.73,4672
38.25,75,0,0.798,4683
20.33,55,0,0.798,4683
19.59,15,0,0.798,4683
15.19,25,0,0.798,4683
13.98,35,0,0.798,4683
4.88,15,1,0.798,4683
4.7,55,1,0.798,4683
4.66,75,1,0.798,4683
4.16,35,1,0.798,4683
3.37,25,1,0.798,4683
1.22,5,0,0.798,4683
0.73,5,1,0.798,4683
16.45,35,0,0.695,4704
14.96,15,0,0.695,4704
14.39,15,1,0.695,4704
0,25,1,0.695,4704
0,35,1,0.695,4704
0,5,1,0.695,4704
0,55,1,0.695,4704
0,75,1,0.695,4704
0,25,0,0.695,4704
0,5,0,0.695,4704
0,55,0,0.695,4704
0,75,0,0.695,4704
72.63,35,0,0.797,4711
71.72,55,0,0.797,4711
60.08,75,0,0.797,4711
44.99,25,0,0.797,4711
43.64,75,1,0.797,4711
34.99,15,0,0.797,4711
12.81,55,1,0.797,4711
11.85,35,1,0.797,4711
8.38,25,1,0.797,4711
6.18,15,1,0.797,4711
4.41,5,0,0.797,4711
0,5,1,0.797,4711
157.48,75,0,0.695,4723
16.15,35,0,0.695,4723
11.48,25,0,0.695,4723
9.23,15,0,0.695,4723
8.59,35,1,0.695,4723
0,15,1,0.695,4723
0,25,1,0.695,4723
0,5,1,0.695,4723
0,55,1,0.695,4723
0,75,1,0.695,4723
0,5,0,0.695,4723
0,55,0,0.695,4723
0,15,1,0.694,4738
0,25,1,0.694,4738
0,35,1,0.694,4738
0,5,1,0.694,4738
0,55,1,0.694,4738
0,75,1,0.694,4738
0,15,0,0.694,4738
0,25,0,0.694,4738
0,35,0,0.694,4738
0,5,0,0.694,4738
0,55,0,0.694,4738
0,75,0,0.694,4738
42.14,35,0,0.786,4744
37.77,75,0,0.786,4744
34.42,55,0,0.786,4744
26.51,25,0,0.786,4744
19.78,15,0,0.786,4744
7.93,35,1,0.786,4744
7.38,75,1,0.786,4744
6.73,55,1,0.786,4744
3.64,25,1,0.786,4744
3.04,15,1,0.786,4744
1.33,5,0,0.786,4744
0.34,5,1,0.786,4744
23.76,75,0,0.754,4757
19.4,55,0,0.754,4757
10.79,35,0,0.754,4757
4.59,55,1,0.754,4757
4.54,15,0,0.754,4757
4.51,25,0,0.754,4757
2.94,75,1,0.754,4757
1.99,15,1,0.754,4757
1.05,25,1,0.754,4757
0.92,35,1,0.754,4757
0,5,1,0.754,4757
0,5,0,0.754,4757
165.96,75,0,0.74,4767
77.39,35,0,0.74,4767
75.71,55,0,0.74,4767
59.01,75,1,0.74,4767
36.91,25,0,0.74,4767
26.73,55,1,0.74,4767
19.3,15,0,0.74,4767
18.85,35,1,0.74,4767
8.52,25,1,0.74,4767
3.82,15,1,0.74,4767
1.22,5,0,0.74,4767
0,5,1,0.74,4767
29.03,75,0,0.737,4790
15.91,15,0,0.737,4790
15.22,25,0,0.737,4790
14.36,35,0,0.737,4790
14.24,55,0,0.737,4790
3.45,15,1,0.737,4790
1.68,35,1,0.737,4790
1.31,55,1,0.737,4790
1.13,25,1,0.737,4790
0.91,5,0,0.737,4790
0,5,1,0.737,4790
0,75,1,0.737,4790
144.23,75,0,0.741,4792
81.7,55,0,0.741,4792
79.89,35,0,0.741,4792
63.02,75,1,0.741,4792
37.85,25,0,0.741,4792
27.81,55,1,0.741,4792
18.7,35,1,0.741,4792
17.86,15,0,0.741,4792
7.52,25,1,0.741,4792
3.69,15,1,0.741,4792
0.31,5,0,0.741,4792
0.16,5,1,0.741,4792
51.09,75,0,0.663,4803
32.6,25,0,0.663,4803
31.32,35,0,0.663,4803
26.06,55,0,0.663,4803
25.49,15,0,0.663,4803
8.75,15,1,0.663,4803
6.09,25,1,0.663,4803
5.31,55,1,0.663,4803
4.11,35,1,0.663,4803
2.28,5,1,0.663,4803
1.29,5,0,0.663,4803
0,75,1,0.663,4803
14.57,35,0,0.68,4815
10.18,15,0,0.68,4815
4.32,25,0,0.68,4815
3.41,15,1,0.68,4815
2.74,5,1,0.68,4815
2.7,5,0,0.68,4815
0,25,1,0.68,4815
0,35,1,0.68,4815
0,55,1,0.68,4815
0,75,1,0.68,4815
0,55,0,0.68,4815
0,75,0,0.68,4815
36.84,15,0,0.665,4817
30.77,55,0,0.665,4817
29.63,25,0,0.665,4817
23.08,35,0,0.665,4817
9.73,15,1,0.665,4817
6.61,35,1,0.665,4817
6.25,75,1,0.665,4817
3.6,25,1,0.665,4817
3.45,55,1,0.665,4817
2.88,5,1,0.665,4817
0.7,5,0,0.665,4817
0,75,0,0.665,4817
17.29,75,0,0.667,4830
8.49,55,0,0.667,4830
7.63,25,0,0.667,4830
6.72,35,0,0.667,4830
5.79,15,0,0.667,4830
1.31,15,1,0.667,4830
1.26,25,1,0.667,4830
1.1,75,1,0.667,4830
1.03,55,1,0.667,4830
0.87,35,1,0.667,4830
0.38,5,0,0.667,4830
0.2,5,1,0.667,4830
31.57,55,0,0.751,4847
31.55,35,0,0.751,4847
29.76,75,0,0.751,4847
16.31,25,0,0.751,4847
9.59,75,1,0.751,4847
8.96,15,0,0.751,4847
8.06,55,1,0.751,4847
4.79,35,1,0.751,4847
2.01,25,1,0.751,4847
1.71,15,1,0.751,4847
1.35,5,0,0.751,4847
0.35,5,1,0.751,4847
20.06,35,0,0.732,4850
19.19,55,0,0.732,4850
18.84,25,0,0.732,4850
17.01,15,0,0.732,4850
11.43,75,0,0.732,4850
3.15,25,1,0.732,4850
3.11,15,1,0.732,4850
2.63,55,1,0.732,4850
2.29,35,1,0.732,4850
1.77,75,1,0.732,4850
0.76,5,1,0.732,4850
0.48,5,0,0.732,4850
161.92,75,0,0.749,4856
74.95,55,0,0.749,4856
72.87,35,0,0.749,4856
53.84,75,1,0.749,4856
37.51,25,0,0.749,4856
25.43,55,1,0.749,4856
16.66,35,1,0.749,4856
16,15,0,0.749,4856
6.05,25,1,0.749,4856
4.1,15,1,0.749,4856
0.78,5,0,0.749,4856
0.33,5,1,0.749,4856
54.97,75,0,0.705,4859
23.59,55,0,0.705,4859
12.13,35,0,0.705,4859
9.49,75,1,0.705,4859
7.92,25,0,0.705,4859
7.67,55,1,0.705,4859
6.6,15,0,0.705,4859
4.5,35,1,0.705,4859
3.54,15,1,0.705,4859
3.38,25,1,0.705,4859
0.67,5,0,0.705,4859
0.44,5,1,0.705,4859
61.19,75,0,0.72,4862
13.54,25,0,0.72,4862
9.38,35,0,0.72,4862
6.43,55,0,0.72,4862
4.96,15,0,0.72,4862
4.15,55,1,0.72,4862
3.94,15,1,0.72,4862
1.95,35,1,0.72,4862
1.43,25,1,0.72,4862
0,5,1,0.72,4862
0,75,1,0.72,4862
0,5,0,0.72,4862
34.66,75,0,0.775,4866
25.63,55,0,0.775,4866
25.6,35,0,0.775,4866
23.67,25,0,0.775,4866
18.2,15,0,0.775,4866
4.91,35,1,0.775,4866
4.31,75,1,0.775,4866
3.72,25,1,0.775,4866
3.66,15,1,0.775,4866
3.36,55,1,0.775,4866
1.2,5,0,0.775,4866
0.36,5,1,0.775,4866
101.35,75,0,0.762,4891
40.36,55,0,0.762,4891
35.21,35,0,0.762,4891
33.12,75,1,0.762,4891
25.8,25,0,0.762,4891
17.1,15,0,0.762,4891
16.65,55,1,0.762,4891
11.86,35,1,0.762,4891
6.22,25,1,0.762,4891
3.74,15,1,0.762,4891
1.57,5,0,0.762,4891
0.3,5,1,0.762,4891
22.79,25,0,0.702,4902
20.28,55,0,0.702,4902
7.84,35,0,0.702,4902
0,15,1,0.702,4902
0,25,1,0.702,4902
0,35,1,0.702,4902
0,5,1,0.702,4902
0,55,1,0.702,4902
0,75,1,0.702,4902
0,15,0,0.702,4902
0,5,0,0.702,4902
0,75,0,0.702,4902
16.81,75,0,0.681,4904
9.18,55,0,0.681,4904
8.48,25,0,0.681,4904
7.7,35,0,0.681,4904
7.37,15,0,0.681,4904
2.09,15,1,0.681,4904
1.43,25,1,0.681,4904
1.2,35,1,0.681,4904
0.85,55,1,0.681,4904
0.54,5,0,0.681,4904
0.42,75,1,0.681,4904
0.26,5,1,0.681,4904
17.31,55,0,0.71,4923
16.63,25,0,0.71,4923
15.27,35,0,0.71,4923
6.18,15,0,0.71,4923
6.09,35,1,0.71,4923
0,15,1,0.71,4923
0,25,1,0.71,4923
0,5,1,0.71,4923
0,55,1,0.71,4923
0,75,1,0.71,4923
0,5,0,0.71,4923
0,75,0,0.71,4923
43.1,75,0,0.69,4937
34.84,25,0,0.69,4937
31.58,55,0,0.69,4937
28.64,35,0,0.69,4937
20.75,15,0,0.69,4937
11.02,15,1,0.69,4937
8.14,25,1,0.69,4937
5.87,55,1,0.69,4937
3.96,35,1,0.69,4937
1.49,5,0,0.69,4937
0,5,1,0.69,4937
0,75,1,0.69,4937
35.26,25,0,0.694,4947
23.67,35,0,0.694,4947
15.08,15,0,0.694,4947
7.7,35,1,0.694,4947
0,15,1,0.694,4947
0,25,1,0.694,4947
0,5,1,0.694,4947
0,55,1,0.694,4947
0,75,1,0.694,4947
0,5,0,0.694,4947
0,55,0,0.694,4947
0,75,0,0.694,4947
87.51,75,0,0.761,4951
36.33,55,0,0.761,4951
21.51,35,0,0.761,4951
16.45,25,0,0.761,4951
12.95,75,1,0.761,4951
10.07,55,1,0.761,4951
6.38,15,0,0.761,4951
5.46,35,1,0.761,4951
3.31,25,1,0.761,4951
2.18,15,1,0.761,4951
0.26,5,0,0.761,4951
0.14,5,1,0.761,4951
9.53,25,0,0.666,4962
7.57,15,0,0.666,4962
6.78,75,0,0.666,4962
6.26,35,0,0.666,4962
5.59,55,0,0.666,4962
4.02,15,1,0.666,4962
2.12,25,1,0.666,4962
1.5,35,1,0.666,4962
1.05,5,1,0.666,4962
0.92,55,1,0.666,4962
0.41,5,0,0.666,4962
0,75,1,0.666,4962
144.15,75,0,0.769,4966
79.37,35,0,0.769,4966
77.91,55,0,0.769,4966
51.39,75,1,0.769,4966
40.41,25,0,0.769,4966
23.59,55,1,0.769,4966
17.86,35,1,0.769,4966
17.5,15,0,0.769,4966
6.55,25,1,0.769,4966
4.02,15,1,0.769,4966
1.3,5,0,0.769,4966
0.51,5,1,0.769,4966
104.76,75,0,0.694,4978
51.65,55,0,0.694,4978
34.26,35,0,0.694,4978
26.39,75,1,0.694,4978
24.99,25,0,0.694,4978
21.86,15,0,0.694,4978
18.2,55,1,0.694,4978
10,35,1,0.694,4978
6,25,1,0.694,4978
5.28,15,1,0.694,4978
1.83,5,0,0.694,4978
0.32,5,1,0.694,4978
53.04,75,0,0.684,4982
29.18,25,0,0.684,4982
28.94,55,0,0.684,4982
28.88,35,0,0.684,4982
13.59,15,0,0.684,4982
13,15,1,0.684,4982
11.35,75,1,0.684,4982
7.5,55,1,0.684,4982
5.99,25,1,0.684,4982
3.41,35,1,0.684,4982
1.48,5,1,0.684,4982
0,5,0,0.684,4982
17.6,75,0,0.677,5006
13.07,15,0,0.677,5006
10.9,25,0,0.677,5006
10.57,55,0,0.677,5006
7.09,35,0,0.677,5006
5.24,15,1,0.677,5006
2.59,75,1,0.677,5006
2.24,35,1,0.677,5006
2.14,5,1,0.677,5006
1.51,25,1,0.677,5006
1.26,55,1,0.677,5006
1.18,5,0,0.677,5006
44.11,75,0,0.725,5009
20.03,55,0,0.725,5009
11.15,75,1,0.725,5009
11.12,35,0,0.725,5009
8.07,25,0,0.725,5009
7.52,55,1,0.725,5009
5.28,15,0,0.725,5009
3.83,35,1,0.725,5009
2.2,25,1,0.725,5009
1.35,15,1,0.725,5009
0.24,5,0,0.725,5009
0.03,5,1,0.725,5009
125.66,75,0,0.527,5010
83.79,35,0,0.527,5010
70.74,55,0,0.527,5010
48.18,75,1,0.527,5010
39.65,25,0,0.527,5010
20.24,55,1,0.527,5010
18.06,35,1,0.527,5010
17.9,15,0,0.527,5010
8.02,25,1,0.527,5010
3.75,15,1,0.527,5010
0.79,5,0,0.527,5010
0,5,1,0.527,5010
29.88,75,0,0.768,5020
28.42,55,0,0.768,5020
27.37,35,0,0.768,5020
23.67,25,0,0.768,5020
19.42,15,0,0.768,5020
4.74,15,1,0.768,5020
4.27,25,1,0.768,5020
4.25,35,1,0.768,5020
2.07,75,1,0.768,5020
1.93,55,1,0.768,5020
0.84,5,0,0.768,5020
0.72,5,1,0.768,5020
17.44,25,0,0.696,5031
15.18,35,0,0.696,5031
14.88,15,0,0.696,5031
13.53,55,1,0.696,5031
0,15,1,0.696,5031
0,25,1,0.696,5031
0,35,1,0.696,5031
0,5,1,0.696,5031
0,75,1,0.696,5031
0,5,0,0.696,5031
0,55,0,0.696,5031
0,75,0,0.696,5031
43.61,75,0,0.695,5053
28.91,55,0,0.695,5053
21.77,35,0,0.695,5053
14.61,15,0,0.695,5053
8.64,25,0,0.695,5053
0,15,1,0.695,5053
0,25,1,0.695,5053
0,35,1,0.695,5053
0,5,1,0.695,5053
0,55,1,0.695,5053
0,75,1,0.695,5053
0,5,0,0.695,5053
38.7,75,0,0.722,5073
14.57,75,1,0.722,5073
8.74,15,0,0.722,5073
6.75,25,0,0.722,5073
5.59,35,0,0.722,5073
5.3,15,1,0.722,5073
4.13,55,0,0.722,5073
3.98,55,1,0.722,5073
2.85,25,1,0.722,5073
0.97,35,1,0.722,5073
0,5,1,0.722,5073
0,5,0,0.722,5073
0.55,55,0,0.724,5076
0.4,25,0,0.724,5076
0.36,35,0,0.724,5076
0,15,1,0.724,5076
0,25,1,0.724,5076
0,35,1,0.724,5076
0,5,1,0.724,5076
0,55,1,0.724,5076
0,75,1,0.724,5076
0,15,0,0.724,5076
0,5,0,0.724,5076
0,75,0,0.724,5076
38.45,75,0,0.733,5079
20.92,55,0,0.733,5079
17.96,35,0,0.733,5079
9.87,75,1,0.733,5079
7.52,25,0,0.733,5079
5.05,35,1,0.733,5079
5.02,55,1,0.733,5079
2.19,15,0,0.733,5079
1.28,25,1,0.733,5079
0.8,15,1,0.733,5079
0.44,5,0,0.733,5079
0,5,1,0.733,5079
43.42,75,0,0.711,5098
36.11,25,0,0.711,5098
26.93,15,0,0.711,5098
23.68,35,0,0.711,5098
11.85,15,1,0.711,5098
8.38,55,0,0.711,5098
2.93,35,1,0.711,5098
0,25,1,0.711,5098
0,5,1,0.711,5098
0,55,1,0.711,5098
0,75,1,0.711,5098
0,5,0,0.711,5098
0.49,25,0,0.727,5100
0.37,5,0,0.727,5100
0.3,35,0,0.727,5100
0,15,1,0.727,5100
0,25,1,0.727,5100
0,35,1,0.727,5100
0,5,1,0.727,5100
0,55,1,0.727,5100
0,75,1,0.727,5100
0,15,0,0.727,5100
0,55,0,0.727,5100
0,75,0,0.727,5100
18.48,35,0,0.723,5133
15.34,55,0,0.723,5133
14.77,25,0,0.723,5133
10.85,15,0,0.723,5133
8.73,75,0,0.723,5133
3.58,15,1,0.723,5133
2.97,35,1,0.723,5133
2.17,25,1,0.723,5133
0.84,55,1,0.723,5133
0.51,5,1,0.723,5133
0.49,5,0,0.723,5133
0,75,1,0.723,5133
21.15,25,0,0.703,5136
20.66,55,0,0.703,5136
13.82,35,0,0.703,5136
8.94,75,0,0.703,5136
8.18,15,1,0.703,5136
6.05,15,0,0.703,5136
5.23,25,1,0.703,5136
4.63,35,1,0.703,5136
4.38,55,1,0.703,5136
0.98,5,0,0.703,5136
0,5,1,0.703,5136
0,75,1,0.703,5136
54.46,75,0,0.75,5141
39.2,55,0,0.75,5141
38.05,35,0,0.75,5141
24.38,25,0,0.75,5141
12.6,15,0,0.75,5141
8.04,55,1,0.75,5141
6.45,35,1,0.75,5141
6.35,75,1,0.75,5141
4.79,25,1,0.75,5141
2.03,15,1,0.75,5141
1.2,5,1,0.75,5141
1.15,5,0,0.75,5141
16.74,75,0,0.743,5144
15.73,25,0,0.743,5144
14.4,55,0,0.743,5144
13.61,35,0,0.743,5144
9.2,15,0,0.743,5144
4.78,15,1,0.743,5144
3.35,25,1,0.743,5144
2.43,35,1,0.743,5144
0.9,5,0,0.743,5144
0.62,5,1,0.743,5144
0,55,1,0.743,5144
0,75,1,0.743,5144
162.67,75,0,0.763,5147
82.21,35,0,0.763,5147
78.14,55,0,0.763,5147
48.56,75,1,0.763,5147
39.88,25,0,0.763,5147
23.1,55,1,0.763,5147
19.08,15,0,0.763,5147
17.02,35,1,0.763,5147
7.42,25,1,0.763,5147
3.86,15,1,0.763,5147
1.77,5,0,0.763,5147
0.17,5,1,0.763,5147
81.6,75,0,0.699,5155
31.08,75,1,0.699,5155
16.64,25,0,0.699,5155
14.34,55,0,0.699,5155
13,15,0,0.699,5155
12.89,55,1,0.699,5155
6.3,15,1,0.699,5155
5.93,35,0,0.699,5155
5.74,35,1,0.699,5155
0,25,1,0.699,5155
0,5,1,0.699,5155
0,5,0,0.699,5155
15,75,0,0.741,5156
9.72,55,0,0.741,5156
6.57,35,0,0.741,5156
5.86,25,0,0.741,5156
4.72,75,1,0.741,5156
4.7,55,1,0.741,5156
4.51,15,0,0.741,5156
2.65,25,1,0.741,5156
2.64,35,1,0.741,5156
1.8,15,1,0.741,5156
0,5,1,0.741,5156
0,5,0,0.741,5156
42.34,75,0,0.7,5175
40.42,35,0,0.7,5175
33.41,25,0,0.7,5175
25.88,55,0,0.7,5175
18.62,15,0,0.7,5175
10.77,75,1,0.7,5175
8.26,15,1,0.7,5175
7.26,25,1,0.7,5175
4.49,35,1,0.7,5175
2.39,5,1,0.7,5175
1.43,55,1,0.7,5175
0.77,5,0,0.7,5175
76.36,75,0,0.711,5180
37.12,55,0,0.711,5180
25.38,35,0,0.711,5180
22.06,25,0,0.711,5180
17.15,15,0,0.711,5180
15.4,75,1,0.711,5180
9.83,55,1,0.711,5180
8.65,35,1,0.711,5180
4.88,25,1,0.711,5180
3.92,15,1,0.711,5180
1.49,5,0,0.711,5180
0.78,5,1,0.711,5180
25.22,25,0,0.697,5195
14.43,55,0,0.697,5195
13.31,15,0,0.697,5195
6.12,35,0,0.697,5195
0,15,1,0.697,5195
0,25,1,0.697,5195
0,35,1,0.697,5195
0,5,1,0.697,5195
0,55,1,0.697,5195
0,75,1,0.697,5195
0,5,0,0.697,5195
0,75,0,0.697,5195
14.9,15,0,0.717,5206
14.47,25,0,0.717,5206
10.07,35,0,0.717,5206
9.53,55,0,0.717,5206
8.73,75,0,0.717,5206
8.1,15,1,0.717,5206
5.11,25,1,0.717,5206
2.99,75,1,0.717,5206
2.35,55,1,0.717,5206
2.33,35,1,0.717,5206
1.69,5,0,0.717,5206
1.22,5,1,0.717,5206
36.41,75,0,0.779,5208
28.2,55,0,0.779,5208
25.09,35,0,0.779,5208
24.56,25,0,0.779,5208
17.37,15,0,0.779,5208
4.36,35,1,0.779,5208
4.31,25,1,0.779,5208
4.05,15,1,0.779,5208
3.82,75,1,0.779,5208
3.66,55,1,0.779,5208
1.42,5,0,0.779,5208
0.29,5,1,0.779,5208
19.95,75,0,0.702,5230
13.19,55,0,0.702,5230
11.2,35,0,0.702,5230
9.52,25,0,0.702,5230
6.9,15,0,0.702,5230
2.82,35,1,0.702,5230
2.49,55,1,0.702,5230
2.37,25,1,0.702,5230
2.29,15,1,0.702,5230
2.26,75,1,0.702,5230
0.32,5,1,0.702,5230
0.29,5,0,0.702,5230
43.53,35,0,0.799,5249
37.12,55,0,0.799,5249
28.27,75,0,0.799,5249
26.78,25,0,0.799,5249
19.55,15,0,0.799,5249
6.99,35,1,0.799,5249
6.48,55,1,0.799,5249
4.89,75,1,0.799,5249
3.21,25,1,0.799,5249
2.4,15,1,0.799,5249
1.31,5,0,0.799,5249
0.12,5,1,0.799,5249
15.33,15,0,0.679,5254
10.97,25,0,0.679,5254
9.04,35,0,0.679,5254
8.42,55,0,0.679,5254
7.69,75,0,0.679,5254
6.13,15,1,0.679,5254
4.22,35,1,0.679,5254
3.67,25,1,0.679,5254
3.36,55,1,0.679,5254
1.84,5,1,0.679,5254
1.48,5,0,0.679,5254
0,75,1,0.679,5254
24.31,55,0,0.716,5264
23.21,25,0,0.716,5264
17.25,35,0,0.716,5264
5.77,15,1,0.716,5264
2.91,15,0,0.716,5264
0,25,1,0.716,5264
0,35,1,0.716,5264
0,5,1,0.716,5264
0,55,1,0.716,5264
0,75,1,0.716,5264
0,5,0,0.716,5264
0,75,0,0.716,5264
19.56,35,0,0.715,5272
14.9,25,0,0.715,5272
11.32,15,0,0.715,5272
7.81,55,0,0.715,5272
2.81,15,1,0.715,5272
0,25,1,0.715,5272
0,35,1,0.715,5272
0,5,1,0.715,5272
0,55,1,0.715,5272
0,75,1,0.715,5272
0,5,0,0.715,5272
0,75,0,0.715,5272
19.88,55,0,0.708,5286
15.25,35,0,0.708,5286
11.33,25,0,0.708,5286
0,15,1,0.708,5286
0,25,1,0.708,5286
0,35,1,0.708,5286
0,5,1,0.708,5286
0,55,1,0.708,5286
0,75,1,0.708,5286
0,15,0,0.708,5286
0,5,0,0.708,5286
0,75,0,0.708,5286
104.05,75,0,0.749,5288
60.37,55,0,0.749,5288
43.51,35,0,0.749,5288
34.58,75,1,0.749,5288
23.13,25,0,0.749,5288
19.54,55,1,0.749,5288
18.83,15,0,0.749,5288
11.04,35,1,0.749,5288
3.65,25,1,0.749,5288
3.08,15,1,0.749,5288
0.97,5,0,0.749,5288
0,5,1,0.749,5288
22.33,75,0,0.648,5313
12.57,55,0,0.648,5313
10.26,35,0,0.648,5313
9.85,25,0,0.648,5313
6.84,15,0,0.648,5313
3.11,75,1,0.648,5313
2.75,55,1,0.648,5313
2.59,35,1,0.648,5313
2.32,25,1,0.648,5313
2.21,15,1,0.648,5313
0.21,5,0,0.648,5313
0.2,5,1,0.648,5313
2.78,75,0,0.63,5323
2.24,25,0,0.63,5323
1.81,35,0,0.63,5323
1.75,55,0,0.63,5323
1.41,15,0,0.63,5323
0.58,15,1,0.63,5323
0.51,35,1,0.63,5323
0.5,25,1,0.63,5323
0.47,75,1,0.63,5323
0.36,55,1,0.63,5323
0.16,5,0,0.63,5323
0.06,5,1,0.63,5323
